% This file contains 9 sets of sanitized user data drawn from the
% command histories of 8 UNIX computer users at Purdue over the course
% of up to 2 years (USER0 and USER1 were generated by the same person,
% working on different platforms and different projects).  The data is
% drawn from tcsh(1) history files and has been parsed and sanitized to
% remove filenames, user names, directory structures, web addresses,
% host names, and other possibly identifying items.  Command names,
% flags, and shell metacharacters have been preserved.  Additionally,
% **SOF** and **EOF** tokens have been inserted at the start and end of
% shell sessions, respectively.  Sessions are concatenated by date order
% and tokens appear in the order issued within the shell session, but no
% timestamps are included in this data.  For example, the two sessions:
% 
%         # Start session 1
%         cd ~/private/docs
%         ls -laF | more
%         cat foo.txt bar.txt zorch.txt > somewhere
%         exit
%         # End session 1
% 
%         # Start session 2
%         cd ~/games/
%         xquake &
%         fg
%         vi scores.txt
%         mailx john_doe@somewhere.com
%         exit
%         # End session 2
% 
% would be represented by the token stream
% 
%         **SOF**
%         cd
%         <1>                     # one "file name" argument
%         ls
%         -laF
%         |
%         more
%         cat
%         <3>                     # three "file" arguments
%         >
%         <1>
%         exit
%         **EOF**
%         **SOF**
%         cd
%         <1>
%         xquake
%         &
%         fg
%         vi
%         <1>
%         mailx
%         <1>
%         exit
%         **EOF**
% 
% 
% This data is made available under conditions of anonymity for the
% contributing users and may be used for research purposes only.
% Summaries and research results employing this data may be published,
% but literal tokens or token sequences from the data may not be
% published except with express consent of the originators of the data.
% No portion of this data may be released with or included in a
% commercial product, nor may any portion of this data be sold or
% redistributed for profit or as part of of a profit-making endeavor.
% 
% Please direct any questions regarding this data to Terran Lane:
% terran@ecn.purdue.edu.
% 
%
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%

@relation UNIX_user_data

@attribute history INTEGER
@attribute session STRING
@attribute user {USER0,USER1,USER2,USER3,USER4,USER5,USER6,USER7,USER8}

@data
1020,'pine pine pine z',USER8
1021,'telnet <1> telnet <1> grep <2> telnet <1> findall w talk <1> f <1> talk <2> w <1> talk <2> ps -guxawww | grep <1> r <1> ps -guxawww k <1> telnet <2> zot <1> cd <1> ll ll <1> ll <1> k <1> rm <1> ll m <1> ll <1> rm <1> cd <1> ll m <1> m <1> gv <1> rm <1> ll cd telnet <2> telnet <1> telnet <2> telnet <1> z',USER8
1022,'talk <2> talk <1> ytalk z',USER8
1023,'ps -guxawww | grep <1> z',USER8
1024,'findall nn ct ll rm -f <1> m <1> rm <1> ll matlab unsetenv <1> matlab m <1> ll m <1> fg m <1> wc -w <1> fg k <1> ll k <1> rm <1> ll rm <1> k <1> fg ll m <1> m <1> mailx -s <2> < <1> pine <1> fg ll k <1> k <1> k <1> ncftp <1> md <1> fg cd <1> ll rm <1> ll du fg ll tar <3> ll ncftp ncftp <1> ll cd findall pine z',USER8
1025,'X z',USER8
1027,'pine z',USER8
1028,'z',USER8
1029,'pine pine z',USER8
1030,'X z',USER8
1033,'cd <1> ll <1> cd cd <1> ll dvips <1> gv <1> man <1> man <1> lwinfo <1> lwinfo <1> lwinfo <1> lwpages lwpages ll lpr -P <2> xlock -mode <1> r -l <2> ll cd <1> ll cd <1> ll cd <1> ls -1 <1> | wc -l man <1> man <1> find -bame -perm <2> find -bame -print <2> find -name -print <2> cd <1> find -name -print <2> ll <1> find -name -print <2> | grep <1> find -name -print <2> | grep <1> find -name -print <2> nn man <1> find -name -prune -o -name -print <3> find -name -prune -o -name -print <3> | grep <1> ll find -name -prune -o -name -newer -print <4> find -name -prune -o -name -newer -print <4> | wc -l find -name -prune -o -name <3> | wc -l find -name -prune -o -name <3> history.961230212239.21890 -print | wc -l bc f <1> f <1> z',USER8
1034,'pine z',USER8
1035,'X z',USER8
1037,'r -l <2> cd <1> ll k <1> ll k <1> vi <1> vi <1> cd findall cd <1> z',USER8
1038,'cd <1> ll cd <1> ll cat <1> > <1> ct ll k <1> k <1> grep -c <2> vi <1> cp <2> wc -l <1> man <1> man <1> enscript -2r -plit.ps enscript -2r -plit.ps <1> k <1> lpr -Pmsl22 <1> ll xlock -mode <1> findall talk <1> which <1> <GENSYM:24>/talk <1> <GENSYM:11>/talk <1> w <1> write <1> write <1> w <1> mv <2> k <1> ncftp <1> ll cd <1> ll rm -f <1> ll mv <2> mv <2> mv <2> com <1> ll ncftp <1> ll z',USER8
1039,'pine pine z',USER8
1040,'ct ll vi <1> cd <1> ll rm -f <1> ll cd findall pine pine',USER8
1041,'X z',USER8
1042,'f <1> cd <1> ll vi <1> vi <1> k <1> f <1> f <1> k <1> cd xlock -mode <1> k <1> findall k <1> cd <1> ll <1> k <1> cat <1> >> <1> rm <1> k <1> cd w <1> xlock -mode <1> xlock -mode <1> k <1> k <1> f <1> pgp -h f <1> f <1> f <1> f <1> f <1> f <1> cd <1> k <1> which <1> cd <1> ll cd <1> cd <1> ll k <1> grep <2> grep -i <2> cd cd <1> k <1> cd ll <1> k <1> which <1> cd <1> ll md <1> cd <1> ll which <1> cd <1> ll cd man <1> man -k <1> man <1> vi <1> cd <1> ll ls -R <1> cd <1> ll cd <1> ll k <1> push cd <1> ll k <1> ll k <1> ll ll <1> cd <1> ll cd <1> ll k <1> file <1> push ct ll vi <1> man <1> fg vi <1> chmod <2> chmod <2> <GENSYM:1>/foo.csh <GENSYM:1>/foo.csh -kd <3> <GENSYM:1>/foo.csh -kd -kd -Pfoo <3> vi <1> <GENSYM:1>/foo.csh -kd -kd -Pfoo <3> <GENSYM:1>/foo.csh -kd -kd -P <3> vi <1> <GENSYM:1>/foo.csh -kd -kd -Pfoo <3> <GENSYM:1>/foo.csh -kd -kd -P <3> man <1> vi <1> <GENSYM:1>/foo.csh -kd -kd -Pfoo <3> <GENSYM:1>/foo.csh -kd -kd -P <3> vi <1> <GENSYM:1>/foo.csh -kd -kd -P <3> <GENSYM:1>/foo.csh -kd -kd -Pfoo <3> m <1> echo <1> set <1> echo <1> unset <1> unset <1> echo <1> vi <1> <GENSYM:1>/foo.csh -kd -kd -Pfoo <3> m <1> vi <1> <GENSYM:1>/foo.csh -kd -kd -Pfoo <3> <GENSYM:1>/foo.csh -kd -kd -P <3> echo <1> m <1> ll <1> ll <1> k <1> ll <1> k <1> ll m <1> ll <1> vi <1> which <1> man <1> man <1> man <1> findall pop ll m <1> push pop pop ll cd <1> ll cd <1> ll k <1> k <1> cd <1> ll z',USER8
1043,'pine z',USER8
1044,'cd <1> ll cd <1> ll newgrp <1> cd grep -c <2> k <1> grep -ic <2> z',USER8
1046,'cd <1> latex <1> xdvi <1> & cd <1> latex <1> xdvi <1> &',USER8
1047,'umask <1> cp <2> ll <1> touch <1> ll <1> chmod <2> ll <1> chmod <2> ll ll <1> cd <1> ll ll <1> ll <1> ll <1> cd <1> ll cp <2> ll chmod <2> ll k <1> md <1> cd <1> cp <2> ll chmod <2> ll chmod <2> ll cd <1> ll cd <1> cp <2> ll <1> chmod <2> ll <1> cd - cd - k <1> push cd cd <1> ll xdvi <1> & strings <1> | k strings <1> | grep -i <1> ll ci -l <1> ci -l <1> rehash my_latex <1> k <1> my_latex <1> my_latex <1> my_latex <1> my_latex <1> my_latex -xe <1> my_latex -xd <1> ll co -l <1> k <1> ll chgrp <2> chmod <2> ll pop cd <1> cd <1> ll md <1> cd <1> ll cp <2> ll chmod <2> ll chmod <1> ll chmod <2> ll vi <1> ll cd <1> ll cd <1> ll k <1> cd <1> ll z',USER8
1048,'slirp',USER8
1049,'pine',USER8
1050,'X z',USER8
1052,'pine z',USER8
1053,'k <1> w ps -guxawww r -l <2> cd <1> ll <1> cd findall ct ll cd f <1> cdx ll m <1> rm <1> z',USER8
1055,'X w z',USER8
1056,'pine z',USER8
1058,'k <1> r <1> z',USER8
1059,'cd <1> ll md <1> findall eject eject <1> xlock -mode <1> ct ll pgp <1> file <1> k <1> tar <2> cd - cd <1> ll md <1> cd <1> cd <1> ll md <1> cd <1> mv <2> com <1> mv ` date <2> ` <2> ll cd <1> zcat <1> | tar - <1> ll wc -l <1> k <1> ct ll cd - ll md <1> cd <1> ll cd <1> ll k <1> k <1> <GENSYM:25>/prepare_data.sh ll rm <1> rm <1> cd <1> <GENSYM:16>/prepare_data.sh ll m <1> ll m <1> cd <1> ll <GENSYM:16>/scan -h <GENSYM:16>/scan -l -m -s -w -t -d -c <5> > <1> m <1> m <1> cd <1> cd <1> ll xdvi <1> & cd <1> wc -l <1> cd <1> wc -l <1> xlock -mode <1> xlock -mode <1> z',USER8
1060,'cd <1> ll z',USER8
1061,'pine w spy <1> z',USER8
1062,'slirp',USER8
1063,'elm pine cd <1> ll cd <1> ll cat <1> > <1> ll fg cd z',USER8
1064,'slirp',USER8
1065,'pine pine pine nn pine ph uptime fg r -l <2> fg findall nn elm findall nn cd <1> ll cd <1> ll com <1> tar <3> com <1> findall cd pine ph <1> fg cd <1> ll <1> mv <2> vi <1> cd fg pine pine cd <1> ll cd <1> cd <1> ll m <1> vi <1> z',USER8
1066,'X z',USER8
1067,'r <1>',USER8
1068,'f <1> f <1> xhost <2> grep <2> cd <1> ll md <1> cd <1> ll md <1> cp <2> mv <2> ll grep <2> k <1> z',USER8
1069,'pine z',USER8
1071,'workman &',USER8
1072,'X z',USER8
1073,'pine z',USER8
1075,'xlock -mode <1> ps akcl cd <1> f <1> f <1> cd <1> ll cd <1> ll cd <1> ll k <1> ll grep -i <2> grep -i <2> k <1> fg cd k <1> telnet <2> telnet <2> telnet <2> telnet <2> telnet <2> k <1> telnet <2> fg telnet <2> telnet <2> telnet <2> telnet <2> xlock -help xlock -mode <1> z',USER8
1077,'X z',USER8
1078,'m <1> af <1>',USER8
1079,'spy <1> spy <1> pine z',USER8
1081,'erp <3> grep <2> cd <1> ll cd <1> ll uudecode -p < <1> > <1> tar <2> ll k <1> zcat <1> | tar <1> zcat <1> | tar - <1> mv ` tstr ` <2> ll uudecode -p < <1> > <1> zcat <1> | tar - <1> ll mv ` tstr ` <2> ll ct ll rm <1> cd w xlock -mode <1> cd <1> ll ln <2> ll latex <1> vi <1> vi <1> latex <1> vi <1> latex <1> xdvi <1> & findall cd cd <1> ll vi <1>',USER8
1082,'X z',USER8
1084,'w spy <1> findall z',USER8
1086,'pine z',USER8
1087,'cd <1> ll cd <1> ll emacs -nw <1> stty -all reset stty -all stty -a emacs -nw <1> jove <1> ph k <1> fg ll cd <1> ll m <1> m <1> k <1> cd ll msp m <1> rm <1> ct ll cd pine findall nn pine <1>',USER8
1088,'which <1> ll <1> ll <1> slirp',USER8
1089,'pine <1> w f <1> f <1> f <1> rsh <2> findall f <1> cd <1> ll ll <1> m <1> cd <1> ll ll <1> ll <1> ll <1> cd findall w <1> talk <1> which <1> <GENSYM:11>/talk <1> write <1> w <1> pine <1> write <1> w pine <1> pine findall pine pine spy <1> z',USER8
1090,'pine pine pine rmow -l <1> r -l <2> pine pine z',USER8
1091,'X z',USER8
1094,'pine z',USER8
1095,'cd <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll ll <1> ll <1> k 00Contents k <1> ll cd <1> ll m <1> ll <1> ll <1> cd <1> ll ll <1> cd <1> ll ll <1> ll <1> ll <1>',USER8
1096,'pine z',USER8
1097,'pine pine findall pine',USER8
1098,'cd <1> ll <1> m <1> mv <2> vi <1> vi <1> chmod <2> m <1>',USER8
1099,'X z',USER8
1102,'pine z',USER8
1103,'cd <1> ll cd <1>',USER8
1104,'cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> latex <1> cd <1> latex <1> xdvi <1> & cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> z',USER8
1105,'slirp',USER8
1106,'pine ll <1> fg findall emacs -nw cd <1> ll rm <1> cd <1> ll ll <1> tar <3> com <1> ll ll rm <1> cd pine pine ph',USER8
1107,'findall cd <1> ll k <1> cd <1> ll k <1> cd <1> k <1> findall date pine cd date findall date cd <1> ll cd cd - cd <1> ll cd <1> ll man <1> man <1> zcat <1> | cpio -i man <1> zcat <1> | cpio -i -H <1> man <1> zcat <1> | cpio -i -d -H <1> cd <1> ll k <1> ll ll <1> cd <1> ll cd <1> ll cd <1> ll cd <1> cd <1> ll zcat <1> | tar - <2> k <1> cd <1> ll rm <1> ll k <1> cd <1> cd <1> ll rm <1> rm <1> ll cd mv <2>',USER8
1108,'X z',USER8
1111,'pine z',USER8
1112,'findall cd <1> ll ll <1> ln <2> ll xlock -mode <1> findall xfig & ll mv <2> cd <1> cd <1> cd <1> ll cd <1> ll cd <1> ll cd <1> ll k <1> matlab push cd <1> cd <1> ll cd <1> ll k <1> m <1> m <1> pop fg mv <2> pop cd - cd f <1> finda ; ; findall write <1> f <1> w <1> cd - cd <1> ll cd <1> ll push cd <1> cd <1> gv <1> af <1> alias <2> gv <1> vi <1> vi <1> ll gv <1> po pop cd <1> ll cd <1> ll vi <1> wc -l <1> k <1> grp -c <2> grep -c <2> ll cd <1> ls -1 ll <1> k <1> k <1> k <1> k <1> k <1> k <1> grep -l <2> w <1> man <1> cd m <1> m <1> w <1> z',USER8
1113,'cd <1> slitex <1> latex <1> xdvi <1> & xdvi -t <2> & xdvi -paper <2> & cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> cd <1> latex <1> dvips -t <2> gv <1> & s <1> gv <1> & cd <1> latex <1> dvips -t <2> z',USER8
1114,'pine cd <1> ll my_latex <1> my_latex <1> fg k <1> ll k <1> ll rm <1> ll m <1> k <1> ll my_latex <1> > & ! <1> & tail -f <1> m <1> my_latex <1> > & ! <1> & m <1> my_latex <1> > & ! <1> & m <1> ll k <1> k <1> ll <1> ll ll <1> my_latex -ps -kd <1> ll k <1> unrm k <1> pine qu cd df <1> df -k <1> ct ll pine <1> vi <1> df -k <1> ll mailx -s <2> < <1> who users ps -guxawww | grep -v <1> f <1> r <1> cd',USER8
1115,'emacs -nw ph <1> fg cd <1> ll cd <1> ll m <1> fg cd - pop cd cd <1> ll latex <1> dvips -t <2> df df -k <1> jove w spy <1> kill -HUP <1> spy <1> kill -HUP <1> ll dvips -t -d -Z <3> man <1> dvips -t -D -Z <3> cp <2> spy <1> push ct ll cd <1> ll m <1> spy <1> kill -HUP <1> cd <1> ll m <1> reset tput <1> clear cd spy <1> ct cat > <1> cat <1> mailx <1> < <1> rm <1> ll file <1> rm <1> m <1> rm <1> ll m <1> rm <1> ll rm <1> ll cd',USER8
1116,'pine k <1> cd <1> k <1> cd <1> pwd ll f <1> cd z',USER8
1117,'w ps -guxa | grep -v <1> spy <1> ruptime z',USER8
1118,'slirp',USER8
1119,'tail -50 <1> | m df -k <1> pine uptime',USER8
1120,'X z',USER8
1123,'r <1> r <1> z',USER8
1124,'xlock -mode <1> xlock -mode <1> z',USER8
1125,'pine z',USER8
1126,'X z',USER8
1127,'f <1> ct ll md <1> mv <3> cd <1> ll man -k <1> man -k <1> man <1> man <1> giftoppm -verbose <1> giftoppm -verbose <1> > <1> xv & man -k <1> man -k <1> > <1> man -k <1> > <1> k <1> man <1> xv & ll <1> cp <2> ll cd <1> latex <1>',USER8
1128,'pine z',USER8
1130,'man -k <1> f <1> cd <1> ll gv <1> man <1> cd man -k <1> man <1> xlock -mode <1> eject eject cd <1> ll m <1> rm <1> cd <1> ll rm <1> findall w <1> f <1> push cd <1> k <1> xlock -mode <1> findall f <1> pop ll rm <1> my_latex <1> xlock -mode <1> df -k <1> df -k <1> r <1> r <1> rl -l <2> rlogin -l <2> push cd cd <1> ll <1> ll <1> pop my_latex <1> xdvi <1> & cd - cd - k <1> my_latex <1> my_latex <1> k <1> my_latex <1> k <1> k <1> m <1> m <1> m <1> my_latex <1> k <1> m <1> my_latex <1> man <1> cd <1> ll cp <2> z',USER8
1131,'cd <1> ll cd <1> man <1> tar <3> tar <2> com <1> uuencode <2> > <1> k <1> push cd <1> cd <1> ll pop ll rm <1> cd <1> cd <1> ll latex <1> dvips -t <2> gv <1> cp <2> cp <2> latex <1> latex <1> dvips -t <2> gv <1> latex <1> ; dvips -t <2> man <1> z',USER8
1132,'slirp',USER8
1133,'pine',USER8
1134,'df -k <1> z',USER8
1135,'df -k <1> X z',USER8
1137,'ct vi <1> gv <1> gv -display <2> gv -display <2> cd cd <1> ll ci -l <1> mv <2> vi <1> latex <1> rm <1> latex <1> ll cp <2> ct ll rm <1> cd - ll mv <2> ll vi <1> f <1> z',USER8
1139,'pine z',USER8
1140,'X z',USER8
1143,'f <1> f <1> z',USER8
1144,'pine z',USER8
1145,'pine f <1> f <1> ph <1> ph <3> f <1> findall ph <1> ph cd <1> ll <1> ll <1> ll <1> ll <1> ll grep -i <2> k <1> cd <1> ll cd ll cd <1> ll cd r <1>',USER8
1146,'pine telnet <1> findall pine pine',USER8
1147,'cd <1> ll md <1> cd <1> mv <2> file <1> vi <1> ll tar <2> ll rm <1>',USER8
1148,'pine findall talk <1> w <1> f <1> f <1> f <1> pine findall w <1> write <2> pine cd <1> ll cd find -name -print <2> f <1> r <1> spy <1> kill -HUP <1> spy <1> m <1> kill <1> spy <1> spy <1> kill <1> spy <1> kill -HUP <1> spy <1> spy <1> kill -HUP <1> spy <1> pine pine pine findall pine pine pine pine pine pine',USER8
1149,'cd <1> ll md <1> md <1> mv <2> ll k <1> uudecode -p < <1> > <1> tstr ` ` ` <1>',USER8
1150,'X',USER8
1153,'cd <1> ll cd <1> ll cd <1> ll k <1> cd cd <1> ll push cd cd <1> ll md <1> pop cp <2> cd cd - push cd cd <1> ll pgp -h mv <2> ll pgp -sb <1> ll m <1> pgp <1> ll rm <1> ll pine <1> cd pine',USER8
1154,'ct',USER8
1155,'cd <1> cd <1> ll k <1> xlock -mode <1>',USER8
1156,'X z',USER8
1157,'cd <1> cd <1> ll ll <1> mv <2> vi <1> chmod <2> mv <2> ll <1> chmod <2> ll <1> zl <1> z',USER8
1159,'pine z',USER8
1160,'cd <1> ll cd <1> cd <1> m <1> ll m <1> cd <1> cd <1> ll ll <1> ll <1> ll - <1> ll -d <1> ll -f <1> ll tar - <2> | ( cd <1> ; tar - <1> ) cd <1> cd <1> ll ll <1> chmod -R <2> ll ll <1> ll <1> ll <1> cd cd <1> ll chmod <2> ll chmod <2> ll ll md <1> mv <2> ll chmod <2> gv <1> cd <1> ll m <1> k <1> k <1> k <1> cd <1> ll tail <1> k <1> ll <1> ll <1> grep -i <2> k <1> k <1> grep <2> k <1> f <1> ct ncftp <1> cd cd <1> ll cd <1> cd <1> ll ll <1> m <1> cd <1> ll ll <1> k <1> find -name -print <2> cd ct ncftp <1> ll zl <1> c cd cd <1> zl <1> zl <1> ll <1> cd z',USER8
1161,'X z',USER8
1163,'pine z',USER8
1165,'k <1> tail <1> k <1> cd <1> ll ispell <1> ll rm <1> vi <1> ispell <1> ll ispell <1> ll rm <1> z',USER8
1166,'pine pine',USER8
1167,'slirp',USER8
1168,'pine pine pine findall findall pine ~ pine pine pine tail -70 <1> | k pine <1> pine',USER8
1169,'ct ll uudecode -p < <1> > <1> zcat <1> | tar - <1> cd oed <1> ct ll k <1> vi <1> ll uudecode -p < <1> > <1> uudecode -p < <1> > ! <1> zcat <1> | tar - <1> head <1> vi <1> ll cmp <2> uudecode <1> ll uc <1> ll head <1> file <1> tar <2> mailx <1> mailx <1> lynx cd cd <1> ll k <1> cd <1> ll cd <1> ll cd <1> ll m <1> ll cd k <1> cd <1> ll ll <1> ll <1> ll cd <1> ll cd <1> ll md <1> cd <1> emacs <1> unsetenv <1> emacs <1> oed <1> cd cd <1> ll <1> m <1>',USER8
1170,'X z',USER8
1173,'pine z',USER8
1174,'findall xlock -mode <1> cd <1> ll gcc -o <2> <GENSYM:1>/prob gcc -o <2> <GENSYM:1>/prob gcc -o <2> <GENSYM:1>/prob gcc -o <2> <GENSYM:1>/prob <GENSYM:1>/prob z',USER8
1175,'X z',USER8
1177,'k <1> z',USER8
1178,'findall pine z',USER8
1180,'X z',USER8
1182,'pine z',USER8
1183,'xlock -mode <1> k <1> z',USER8
1185,'vi <1> grep <2> echo <1> vi <1> X z',USER8
1187,'xlock -mode <1> r <1> xlock -mode <1> netscape & z',USER8
1188,'pine r <1> r <1> z',USER8
1190,'pine z',USER8
1191,'ls ls -la cd <1> ll ls cp <5> cd ls ls -la source <1> ll s <1> qu pwd ln -s <2> ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll vi <1> z',USER8
1192,'X z',USER8
1194,'ph cd <1> ll <1> m <1> ll <1> m <1> k <1> ll cd <1> ll m <1> f <1> f <1> f <1> f <1> m <1> k <1> grep <2> cd cd <1> k <1> ll <1> ll <1> k <1> k <1> k <1> cd <1> vi <1> cd cd <1> ll <1> mv <2> vi <1> chmod <2> cd cd <1> cd <1> ll cd <1> ll find -name -print <2> cd <1> cd <1> find -name -print <2> ll <1> ll <1> ll <1> ll <1> cd <1> ll mv <2> grep <2> vi <1> cd <1> ll mv <2> cd - ll push cd cd <1> m <1> vi <1> pop ll z',USER8
1195,'f <1> f <1> f <1> k <1> f <1> f <1> f <1> k <1> f <1> f <1> z',USER8
1196,'pine z',USER8
1197,'slirp',USER8
1198,'pine cd <1> ll cd <1> ll m <1> cp <2> cd fg pine pine pine cd <1> ll grep -i <2> cd pine pine pine <1> pine pine',USER8
1199,'cd <1> ll vi <1> m <1> m <1> vi <1> m <1> f <1> f <1> talk <1> k <1> k <1> f <1> f <1> ph <1> date findall f <1> talk <1> k <1> cd',USER8
1200,'X z',USER8
1202,'fstat <1> fstat <1> man <1> man -s <2> man <1> man -s <2> z',USER8
1203,'pine z',USER8
1204,'man <1> man -k <1> fstat <1> man <1> man -s <1> man -s <2> man -s <2> man <1> man -k <1> man -s <2> cd <1> ll gcc <1> gcc <1> gcc <1> man -s <2> gcc <1> gcc <1> k <1> gcc <1> <GENSYM:1>/a.out <1> <GENSYM:1>/a.out -h <1> <GENSYM:1>/a.out -H <1> <GENSYM:1>/a.out -m <1> ll <1> mv <2> cd cd <1> ll fstat -m <1> man <1> man -s <2> sh cd <1> ll sh z',USER8
1205,'pine pine',USER8
1206,'slirp',USER8
1207,'pine cd <1> m <1> m <1>',USER8
1208,'pine',USER8
1209,'X z',USER8
1210,'f <1> f <1> z',USER8
1212,'pin pine z',USER8
1213,'cd <1> vi <1> vi <1> vi <1> r <1> z',USER8
1214,'X z',USER8
1215,'pine z',USER8
1217,'findall nslookup cd <1> ll ll <1> ll <1> cd <1> ll gv <1> cd f <1> w <1> xlock -mode <1> z',USER8
1219,'pine z',USER8
1220,'X tail <1> date z',USER8
1221,'pine z',USER8
1223,'findall cd <1> ll cd <1> ll cmp <2> cd cd <1> k <1> k <1> cd ps -u <1> spy <1> cd <1> vi <1> z',USER8
1225,'pine z',USER8
1226,'X z',USER8
1227,'pine z',USER8
1229,'ovid vi <1> s <1> ovid xlock -mode <1> ovid xlock -mode <1> cd <1> ll k <1> cd z',USER8
1231,'z',USER8
1232,'ruptime uptime ruptime which <1> which <1> pine <1> elm elm ping <1> ping <1> cd <1> ll <1> ll <1> grep -i <2> k <1> k <1> ll <1> ll <1> ll <1> ll grep <2> grep -i <2> grep -i <2> | m ll m <1> cd z',USER8
1233,'pine z',USER8
1234,'X z',USER8
1235,'pine z',USER8
1237,'ping <1> ping <1> f <1> cd <1> ll m <1> vi <1> ph z',USER8
1239,'pine vi <1> %1 cd <1> grep <2> fg %2 cd fg',USER8
1240,'X z',USER8
1242,'pine pine z',USER8
1244,'uptime vi <1> vi <1> spy <1> cd <1>',USER8
1246,'ls cd <1> ll lpr -P <2> lpq -P <1> lpq -P <1> lpq -P <1> cd z',USER8
1247,'which <1> X z',USER8
1248,'r <1> r <1>',USER8
1250,'pine z',USER8
1251,'ping <1> ping <1> dc ct ll uudecode -p < <1> > <1> uudecode -p < <1> > <1> ll zcat <1> | tar - <1> zcat <1> | tar - <1> cd cd <1> ll cd <1> ll cd <1> ll zcat <1> | tar - <1> rm <1> ll cp ` tstr ` <2> ll cp ` tstr ` <2> ll ct rm -f <1> ll cd bc cd <1> ll cd echo <1> xhost <2> xhost <2> xhost <1> xhost - bc cd <1> k <1> cd bc -l z',USER8
1252,'echo <1> workman & workman & workman & workman &',USER8
1253,'pine pine pine r -l <2> pine z',USER8
1254,'X z',USER8
1255,'cd <1> ll cd <1> ll cd <1> ll mv <2> ll cd <1> ll cd <1> ll cd <1> ll mv <2> ll',USER8
1257,'pine z',USER8
1258,'ct ll cmp <2> uudecode -p < <1> > <1> ll uudecode -p < <1> > <1> ll cmp <2> rm <2> ll foreach ll foreach ll md <1> cd <1> foreach ll tar <3> ll <1> ls -1 > <1> cd <1> wc -l <1> tar <2> > <1> wc -l <1> diff <1> mv ` tstr ` <3> ll ll rm <1> ll rm <1> uudecode -p < <1> > <1> zcat <1> | tar <1> zcat <1> | tar - <1> cat <1> | tar - <1> mv <2> cat <1> | tar - <1> mv ` tstr ` <2> com <1> ll l ll r <1> ping <1> cd xlock -mode <1> cd <1> ll chmod <2> cd cd <1> ll k <1> cp <2> cd cd <1> ll md <1> cd <1> mv <2> ll chmod <2> chmod <2> ll cd <1> ll cd <1> ll ll <1> mv <2> cd <1> ll ll <1> cd <1> ll cd <1> ll cd z',USER8
1259,'w spy <1> unsetenv <1> emacs k <1> oed <1> fg cd <1> ll my-latex <1> my_latex <1> ln <2> ll vi <1> vi <1> my_latex <1> vi <1> vi <1> my_latex <1> my_latex <1> vi <1> k <1> vi <1> my_latex <1> dvips <1> pine <1> z',USER8
1260,'slirp',USER8
1261,'pine pine pine vi <1> com <1> cd <1> ll ll <1> md <1> mv <2> cd fg pine tail <1> tail -100 <1> | k tail -130 <1> | k',USER8
1262,'X z',USER8
1263,'z',USER8
1264,'bc bc -l z',USER8
1265,'cd <1> ll xdvi <1> & xlock -mode <1> xlock -mode <1> push cd cd <1> ll k <1> cd qu cd <1> ll <1> pop cd <1> ll make make make k <1> man -s <2> grep <2> grep <2> make ll cd <1> ll <GENSYM:12>/scan -h <GENSYM:12>/scan -l -M -t -w -d <4> > & ! <1> & m <1> ll md <4> foreach cd <1> ll m <1> cd <1> ll m <1> cd <1> ll <1> matlab cd <1> make make cd <1> <GENSYM:12>/scan -l -M -t -d <3> k <1> sort -u <1> sort -nu <1> <GENSYM:12>/scan -l -M -t -m <4> <GENSYM:12>/scan -h <GENSYM:12>/scan -l -s -M -t -m <5> cd <1> make cd - <GENSYM:12>/scan -l -s -M -t -m <5> <GENSYM:12>/scan -l -s -M -t -m <5> <GENSYM:12>/scan -l -s -M -t -m <5> <GENSYM:12>/scan -l -s -M -t -m <5> <GENSYM:12>/scan -l -s -M -t -m <5> <GENSYM:12>/scan -l -s -M -t -m <5> cd <1> make cd <1> ll m <1> z',USER8
1266,'pine pine z',USER8
1267,'echo <1> unsetenv <1> emacs',USER8
